signal_id,bar_utc,event,reason,entry,sl,tp,decision_utc,ema,adx,spread_points,sl_touched,tp_touched,bar_utc_chart_label,decision_utc_chart_label
197,2026-09-03 01:00:00+00:00,TP,"exit_result: open-gap priority, otherwise SL-first; fill-bar TP requires proof",4384.97,4378.23,4391.71,,,,,,,2026.09.03 04:00:00,
198,2026-09-03 02:00:00+00:00,DETECTED,Decision at candle close,4385.3,4390.87,,2026-09-03 02:15:00+00:00,,,,,,2026.09.03 05:00:00,2026.09.03 05:15:00
198,2026-09-03 02:00:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4385.3,4390.87,,,4363.623752309713,36.78224870175328,,,,2026.09.03 05:00:00,
198,2026-09-03 02:15:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4384.15,4390.87,,,4364.235104240727,36.025604176535516,,,,2026.09.03 05:15:00,
198,2026-09-03 02:30:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4384.15,4390.87,,,4364.923788884351,35.511203450100986,,,,2026.09.03 05:30:00,
198,2026-09-03 02:45:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4384.15,4390.87,,,4365.603008714405,35.53554946321279,,,,2026.09.03 05:45:00,
198,2026-09-03 03:00:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4384.15,4390.87,,,,,,,,2026.09.03 06:00:00,
199,2026-09-03 08:30:00+00:00,DETECTED,Decision at candle close,4430.84,4438.35,,2026-09-03 08:45:00+00:00,,,,,,2026.09.03 11:30:00,2026.09.03 11:45:00
199,2026-09-03 08:30:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4430.84,4438.35,,,4394.574270685544,53.161394003343574,,,,2026.09.03 11:30:00,
199,2026-09-03 08:45:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4430.84,4438.35,,,,,,,,2026.09.03 11:45:00,
200,2026-09-03 13:00:00+00:00,DETECTED,Decision at candle close,4430.6,4438.31,,2026-09-03 13:15:00+00:00,,,,,,2026.09.03 16:00:00,2026.09.03 16:15:00
200,2026-09-03 13:00:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4430.6,4438.31,,,4410.358197362996,36.19929249889972,,,,2026.09.03 16:00:00,
200,2026-09-03 13:15:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4425.96,4438.31,,,,,,,,2026.09.03 16:15:00,
201,2026-09-04 10:00:00+00:00,DETECTED,Decision at candle close,4464.46,4471.86,,2026-09-04 10:15:00+00:00,,,,,,2026.09.04 13:00:00,2026.09.04 13:15:00
201,2026-09-04 10:00:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4464.46,4471.86,,,4468.799521534329,10.990327302355203,,,,2026.09.04 13:00:00,
201,2026-09-04 10:15:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4464.46,4471.86,,,,,,,,2026.09.04 13:15:00,
202,2026-09-04 16:45:00+00:00,DETECTED,Decision at candle close,4405.37,4366.53,,2026-09-04 17:00:00+00:00,,,,,,2026.09.04 19:45:00,2026.09.04 20:00:00
202,2026-09-04 16:45:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4405.37,4366.53,,,,,,,,2026.09.04 19:45:00,
203,2026-09-04 21:00:00+00:00,DETECTED,Decision at candle close,4421.38,4440.39,,2026-09-04 21:15:00+00:00,,,,,,2026.09.05 00:00:00,2026.09.05 00:15:00
203,2026-09-04 21:00:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4421.38,4440.39,,,,,,,,2026.09.05 00:00:00,
204,2026-09-08 07:15:00+00:00,DETECTED,Decision at candle close,4437.82,4430.63,,2026-09-08 07:30:00+00:00,,,,,,2026.09.08 10:15:00,2026.09.08 10:30:00
204,2026-09-08 07:15:00+00:00,WAIT,Limit not passive or too close to market; existing order unchanged,4437.82,4430.63,,,,,,,,2026.09.08 10:15:00,
204,2026-09-08 07:30:00+00:00,WAIT,Limit not passive or too close to market; existing order unchanged,4437.82,4430.63,,,,,,,,2026.09.08 10:30:00,
204,2026-09-08 07:45:00+00:00,WAIT,Limit not passive or too close to market; existing order unchanged,4437.82,4430.63,,,,,,,,2026.09.08 10:45:00,
204,2026-09-08 08:00:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4437.82,4430.63,,,,,,,,2026.09.08 11:00:00,
205,2026-09-08 11:00:00+00:00,DETECTED,Decision at candle close,4397.63,4404.51,,2026-09-08 11:15:00+00:00,,,,,,2026.09.08 14:00:00,2026.09.08 14:15:00
205,2026-09-08 11:00:00+00:00,PLACED,Effective after this candle closes; no same-bar fill,4397.63,4404.51,4390.75,2026-09-08 11:15:00+00:00,,,,,,2026.09.08 14:00:00,2026.09.08 14:15:00
205,2026-09-08 11:15:00+00:00,MODIFIED,Effective after this candle closes; no same-bar fill,4396.89,4404.51,4389.27,2026-09-08 11:30:00+00:00,,,,,,2026.09.08 14:15:00,2026.09.08 14:30:00
205,2026-09-08 11:30:00+00:00,FILLED,Simulated limit touch; exact tick time unknown,4396.89,4404.51,4389.27,,,,8.0,,,2026.09.08 14:30:00,
205,2026-09-08 12:45:00+00:00,SL,"exit_result: open-gap priority, otherwise SL-first; fill-bar TP requires proof",4396.89,4404.51,4389.27,,,,,,,2026.09.08 15:45:00,
206,2026-09-09 10:30:00+00:00,DETECTED,Decision at candle close,4403.01,4398.88,,2026-09-09 10:45:00+00:00,,,,,,2026.09.09 13:30:00,2026.09.09 13:45:00
206,2026-09-09 10:30:00+00:00,PLACED,Effective after this candle closes; no same-bar fill,4403.01,4398.88,4407.14,2026-09-09 10:45:00+00:00,,,,,,2026.09.09 13:30:00,2026.09.09 13:45:00
206,2026-09-09 10:45:00+00:00,MODIFIED,Effective after this candle closes; no same-bar fill,4408.42,4398.88,4417.96,2026-09-09 11:00:00+00:00,,,,,,2026.09.09 13:45:00,2026.09.09 14:00:00
206,2026-09-09 11:00:00+00:00,FILLED,Simulated limit touch; exact tick time unknown,4408.42,4398.88,4417.96,,,,8.0,,,2026.09.09 14:00:00,
206,2026-09-09 12:00:00+00:00,SL,"exit_result: open-gap priority, otherwise SL-first; fill-bar TP requires proof",4408.42,4398.88,4417.96,,,,,,,2026.09.09 15:00:00,
207,2026-09-10 09:00:00+00:00,DETECTED,Decision at candle close,4423.86,4417.12,,2026-09-10 09:15:00+00:00,,,,,,2026.09.10 12:00:00,2026.09.10 12:15:00
207,2026-09-10 09:00:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4423.86,4417.12,,,,,,,,2026.09.10 12:00:00,
208,2026-09-10 10:30:00+00:00,DETECTED,Decision at candle close,4415.07,4428.86,,2026-09-10 10:45:00+00:00,,,,,,2026.09.10 13:30:00,2026.09.10 13:45:00
208,2026-09-10 10:30:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4415.07,4428.86,,,,,,,,2026.09.10 13:30:00,
209,2026-09-10 14:00:00+00:00,DETECTED,Decision at candle close,4387.64,4400.18,,2026-09-10 14:15:00+00:00,,,,,,2026.09.10 17:00:00,2026.09.10 17:15:00
209,2026-09-10 14:00:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4387.64,4400.18,,,,,,,,2026.09.10 17:00:00,
210,2026-09-10 16:00:00+00:00,DETECTED,Decision at candle close,4355.78,4377.1,,2026-09-10 16:15:00+00:00,,,,,,2026.09.10 19:00:00,2026.09.10 19:15:00
210,2026-09-10 16:00:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4355.78,4377.1,,,,,,,,2026.09.10 19:00:00,
211,2026-09-10 21:30:00+00:00,DETECTED,Decision at candle close,4346.34,4360.29,,2026-09-10 21:45:00+00:00,,,,,,2026.09.11 00:30:00,2026.09.11 00:45:00
211,2026-09-10 21:30:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4346.34,4360.29,,,,,,,,2026.09.11 00:30:00,
212,2026-09-10 23:45:00+00:00,DETECTED,Decision at candle close,4318.61,4324.42,,2026-09-11 00:00:00+00:00,,,,,,2026.09.11 02:45:00,2026.09.11 03:00:00
212,2026-09-10 23:45:00+00:00,PLACED,Effective after this candle closes; no same-bar fill,4318.61,4324.42,4312.8,2026-09-11 00:00:00+00:00,,,,,,2026.09.11 02:45:00,2026.09.11 03:00:00
212,2026-09-11 01:00:00+00:00,FILLED,Simulated limit touch; exact tick time unknown,4318.61,4324.42,4312.8,,,,19.0,,,2026.09.11 04:00:00,
212,2026-09-11 01:00:00+00:00,SL,"exit_result: open-gap priority, otherwise SL-first; fill-bar TP requires proof",4318.61,4324.42,4312.8,,,,,,,2026.09.11 04:00:00,
213,2026-09-11 06:45:00+00:00,DETECTED,Decision at candle close,4312.51,4326.43,,2026-09-11 07:00:00+00:00,,,,,,2026.09.11 09:45:00,2026.09.11 10:00:00
213,2026-09-11 06:45:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4312.51,4326.43,,,,,,,,2026.09.11 09:45:00,
214,2026-09-11 10:45:00+00:00,DETECTED,Decision at candle close,4347.76,4356.05,,2026-09-11 11:00:00+00:00,,,,,,2026.09.11 13:45:00,2026.09.11 14:00:00
214,2026-09-11 10:45:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4347.76,4356.05,,,4340.716000858589,25.842911173509496,,,,2026.09.11 13:45:00,
214,2026-09-11 11:00:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4347.76,4356.05,,,4340.934820135672,25.326242224918854,,,,2026.09.11 14:00:00,
214,2026-09-11 11:15:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4347.76,4356.05,,,,,,,,2026.09.11 14:15:00,
215,2026-09-11 11:45:00+00:00,DETECTED,Decision at candle close,4351.28,4342.4,,2026-09-11 12:00:00+00:00,,,,,,2026.09.11 14:45:00,2026.09.11 15:00:00
215,2026-09-11 11:45:00+00:00,WAIT,Limit not passive or too close to market; existing order unchanged,4351.28,4342.4,,,,,,,,2026.09.11 14:45:00,
215,2026-09-11 12:00:00+00:00,WAIT,Limit not passive or too close to market; existing order unchanged,4351.28,4342.4,,,,,,,,2026.09.11 15:00:00,
215,2026-09-11 12:15:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4351.28,4342.4,,,,,,,,2026.09.11 15:15:00,
216,2026-09-11 16:15:00+00:00,DETECTED,Decision at candle close,4380.7,4292.26,,2026-09-11 16:30:00+00:00,,,,,,2026.09.11 19:15:00,2026.09.11 19:30:00
216,2026-09-11 16:15:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4380.7,4292.26,,,,,,,,2026.09.11 19:15:00,
217,2026-09-14 12:45:00+00:00,DETECTED,Decision at candle close,4289.67,4311.65,,2026-09-14 13:00:00+00:00,,,,,,2026.09.14 15:45:00,2026.09.14 16:00:00
217,2026-09-14 12:45:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4289.67,4311.65,,,,,,,,2026.09.14 15:45:00,
218,2026-09-15 04:30:00+00:00,DETECTED,Decision at candle close,4298.81,4291.63,,2026-09-15 04:45:00+00:00,,,,,,2026.09.15 07:30:00,2026.09.15 07:45:00
218,2026-09-15 04:30:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4298.81,4291.63,,,4299.067986480341,16.13541621356427,,,,2026.09.15 07:30:00,
218,2026-09-15 04:45:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4298.81,4291.63,,,4299.2434624320895,15.606781750576708,,,,2026.09.15 07:45:00,
218,2026-09-15 05:00:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4304.68,4291.63,,,,,,,,2026.09.15 08:00:00,
219,2026-09-15 14:15:00+00:00,DETECTED,Decision at candle close,4278.71,4273.69,,2026-09-15 14:30:00+00:00,,,,,,2026.09.15 17:15:00,2026.09.15 17:30:00
219,2026-09-15 14:15:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4278.71,4273.69,,,4288.899267073406,32.155634795374354,,,,2026.09.15 17:15:00,
219,2026-09-15 14:30:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4280.38,4273.69,,,4288.700930653996,30.164394527627383,,,,2026.09.15 17:30:00,
219,2026-09-15 14:45:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4282.51,4273.69,,,4288.5694241967185,28.062185031976874,,,,2026.09.15 17:45:00,
219,2026-09-15 15:00:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4282.51,4273.69,,,4288.241901905576,27.158995036999443,,,,2026.09.15 18:00:00,
219,2026-09-15 15:15:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4282.51,4273.69,,,,,,,,2026.09.15 18:15:00,
220,2026-09-15 17:45:00+00:00,DETECTED,Decision at candle close,4285.98,4299.68,,2026-09-15 18:00:00+00:00,,,,,,2026.09.15 20:45:00,2026.09.15 21:00:00
220,2026-09-15 17:45:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4285.98,4299.68,,,,,,,,2026.09.15 20:45:00,
221,2026-09-15 21:30:00+00:00,DETECTED,Decision at candle close,4302.41,4293.23,,2026-09-15 21:45:00+00:00,,,,,,2026.09.16 00:30:00,2026.09.16 00:45:00
221,2026-09-15 21:30:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4302.41,4293.23,,,4290.381920132705,19.534253790893604,,,,2026.09.16 00:30:00,
221,2026-09-15 21:45:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4304.52,4293.23,,,,,,,,2026.09.16 00:45:00,
222,2026-09-16 10:15:00+00:00,DETECTED,Decision at candle close,4330.12,4323.8,,2026-09-16 10:30:00+00:00,,,,,,2026.09.16 13:15:00,2026.09.16 13:30:00
222,2026-09-16 10:15:00+00:00,PLACED,Effective after this candle closes; no same-bar fill,4330.12,4323.8,4336.44,2026-09-16 10:30:00+00:00,,,,,,2026.09.16 13:15:00,2026.09.16 13:30:00
222,2026-09-16 10:30:00+00:00,MODIFIED,Effective after this candle closes; no same-bar fill,4333.69,4323.8,4343.58,2026-09-16 10:45:00+00:00,,,,,,2026.09.16 13:30:00,2026.09.16 13:45:00
222,2026-09-16 10:45:00+00:00,FILLED,Simulated limit touch; exact tick time unknown,4333.69,4323.8,4343.58,,,,8.0,,,2026.09.16 13:45:00,
222,2026-09-16 11:00:00+00:00,SL,"exit_result: open-gap priority, otherwise SL-first; fill-bar TP requires proof",4333.69,4323.8,4343.58,,,,,,,2026.09.16 14:00:00,
223,2026-09-16 17:00:00+00:00,DETECTED,Decision at candle close,4346.6,4360.5,,2026-09-16 17:15:00+00:00,,,,,,2026.09.16 20:00:00,2026.09.16 20:15:00
223,2026-09-16 17:00:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4346.6,4360.5,,,,,,,,2026.09.16 20:00:00,
224,2026-09-17 07:00:00+00:00,DETECTED,Decision at candle close,4293.82,4283.19,,2026-09-17 07:15:00+00:00,,,,,,2026.09.17 10:00:00,2026.09.17 10:15:00
224,2026-09-17 07:00:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4293.82,4283.19,,,,,,,,2026.09.17 10:00:00,
