signal_id,bar_utc,event,reason,entry,sl,tp,decision_utc,spread_points,ema,adx,sl_touched,tp_touched,bar_utc_chart_label,decision_utc_chart_label
4,2026-07-31 02:10:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4110.25,4107.04,,,,,,,,2026.07.31 05:10:00,
5,2026-07-31 02:20:00+00:00,DETECTED,Decision at candle close,4107.56,4111.78,,2026-07-31 02:25:00+00:00,,,,,,2026.07.31 05:20:00,2026.07.31 05:25:00
5,2026-07-31 02:20:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4107.56,4111.78,,,,4106.628451389057,13.117723466135546,,,2026.07.31 05:20:00,
5,2026-07-31 02:25:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4106.64,4111.78,,,,4106.550469270153,13.641911222764135,,,2026.07.31 05:25:00,
5,2026-07-31 02:30:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4105.26,4111.78,,,,4106.4622571213995,14.360378313823317,,,2026.07.31 05:30:00,
5,2026-07-31 02:35:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4105.26,4111.78,,,,4106.443494534564,15.460739856581549,,,2026.07.31 05:35:00,
5,2026-07-31 02:40:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4105.26,4111.78,,,,4106.435511128545,15.637091575568165,,,2026.07.31 05:40:00,
5,2026-07-31 02:45:00+00:00,WAIT,Trend filter failed; existing order unchanged,4105.26,4111.78,,,,,,,,2026.07.31 05:45:00,
5,2026-07-31 02:50:00+00:00,WAIT,Trend filter failed; existing order unchanged,4105.26,4111.78,,,,,,,,2026.07.31 05:50:00,
5,2026-07-31 02:55:00+00:00,WAIT,Trend filter failed; existing order unchanged,4105.26,4111.78,,,,,,,,2026.07.31 05:55:00,
5,2026-07-31 03:00:00+00:00,WAIT,Trend filter failed; existing order unchanged,4105.26,4111.78,,,,,,,,2026.07.31 06:00:00,
5,2026-07-31 03:05:00+00:00,WAIT,Trend filter failed; existing order unchanged,4105.02,4111.78,,,,,,,,2026.07.31 06:05:00,
5,2026-07-31 03:10:00+00:00,WAIT,Trend filter failed; existing order unchanged,4104.04,4111.78,,,,,,,,2026.07.31 06:10:00,
5,2026-07-31 03:15:00+00:00,WAIT,Trend filter failed; existing order unchanged,4102.65,4111.78,,,,,,,,2026.07.31 06:15:00,
5,2026-07-31 03:20:00+00:00,WAIT,Trend filter failed; existing order unchanged,4102.65,4111.78,,,,,,,,2026.07.31 06:20:00,
5,2026-07-31 03:25:00+00:00,WAIT,Trend filter failed; existing order unchanged,4102.65,4111.78,,,,,,,,2026.07.31 06:25:00,
5,2026-07-31 03:30:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4097.56,4111.78,,,,,,,,2026.07.31 06:30:00,
6,2026-07-31 12:15:00+00:00,DETECTED,Decision at candle close,4058.06,4063.99,,2026-07-31 12:20:00+00:00,,,,,,2026.07.31 15:15:00,2026.07.31 15:20:00
6,2026-07-31 12:15:00+00:00,PLACED,Effective after this candle closes; no same-bar fill,4058.06,4063.99,4052.13,2026-07-31 12:20:00+00:00,,,,,,2026.07.31 15:15:00,2026.07.31 15:20:00
6,2026-07-31 12:20:00+00:00,MODIFIED,Effective after this candle closes; no same-bar fill,4057.47,4063.99,4050.95,2026-07-31 12:25:00+00:00,,,,,,2026.07.31 15:20:00,2026.07.31 15:25:00
6,2026-07-31 12:25:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4053.27,4063.99,,,,,,,,2026.07.31 15:25:00,
7,2026-07-31 12:30:00+00:00,DETECTED,Decision at candle close,4053.27,4057.18,,2026-07-31 12:35:00+00:00,,,,,,2026.07.31 15:30:00,2026.07.31 15:35:00
7,2026-07-31 12:30:00+00:00,PLACED,Effective after this candle closes; no same-bar fill,4053.27,4057.18,4049.36,2026-07-31 12:35:00+00:00,,,,,,2026.07.31 15:30:00,2026.07.31 15:35:00
7,2026-07-31 12:35:00+00:00,MODIFIED,Effective after this candle closes; no same-bar fill,4052.33,4057.18,4047.48,2026-07-31 12:40:00+00:00,,,,,,2026.07.31 15:35:00,2026.07.31 15:40:00
7,2026-07-31 12:40:00+00:00,FILLED,Simulated limit touch; exact tick time unknown,4052.33,4057.18,4047.48,,8.0,,,,,2026.07.31 15:40:00,
7,2026-07-31 13:05:00+00:00,SL,"exit_result: open-gap priority, otherwise SL-first; fill-bar TP requires proof",4052.33,4057.18,4047.48,,,,,,,2026.07.31 16:05:00,
8,2026-07-31 14:40:00+00:00,DETECTED,Decision at candle close,4055.68,4060.85,,2026-07-31 14:45:00+00:00,,,,,,2026.07.31 17:40:00,2026.07.31 17:45:00
8,2026-07-31 14:40:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4055.68,4060.85,,,,4061.1782656912073,18.625720916097997,,,2026.07.31 17:40:00,
8,2026-07-31 14:45:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4053.41,4060.85,,,,4060.8881583182315,19.202062918577653,,,2026.07.31 17:45:00,
8,2026-07-31 14:50:00+00:00,WAIT,Trend filter failed; existing order unchanged,4053.41,4060.85,,,,,,,,2026.07.31 17:50:00,
8,2026-07-31 14:55:00+00:00,WAIT,Trend filter failed; existing order unchanged,4053.41,4060.85,,,,,,,,2026.07.31 17:55:00,
8,2026-07-31 15:00:00+00:00,WAIT,Trend filter failed; existing order unchanged,4053.41,4060.85,,,,,,,,2026.07.31 18:00:00,
8,2026-07-31 15:05:00+00:00,WAIT,Trend filter failed; existing order unchanged,4053.41,4060.85,,,,,,,,2026.07.31 18:05:00,
8,2026-07-31 15:10:00+00:00,WAIT,Trend filter failed; existing order unchanged,4053.41,4060.85,,,,,,,,2026.07.31 18:10:00,
8,2026-07-31 15:15:00+00:00,WAIT,Trend filter failed; existing order unchanged,4053.41,4060.85,,,,,,,,2026.07.31 18:15:00,
8,2026-07-31 15:20:00+00:00,WAIT,Trend filter failed; existing order unchanged,4053.41,4060.85,,,,,,,,2026.07.31 18:20:00,
8,2026-07-31 15:25:00+00:00,WAIT,Trend filter failed; existing order unchanged,4052.2,4060.85,,,,,,,,2026.07.31 18:25:00,
8,2026-07-31 15:30:00+00:00,REPLACED,New setup replaces previous setup/order,4051.56,4060.85,,,,,,,,2026.07.31 18:30:00,
9,2026-07-31 15:30:00+00:00,DETECTED,Decision at candle close,4052.2,4059.35,,2026-07-31 15:35:00+00:00,,,,,,2026.07.31 18:30:00,2026.07.31 18:35:00
9,2026-07-31 15:30:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4052.2,4059.35,,,,4059.0190257990057,18.120099989291514,,,2026.07.31 18:30:00,
9,2026-07-31 15:35:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4051.54,4059.35,,,,4058.545615633382,19.79198283152953,,,2026.07.31 18:35:00,
9,2026-07-31 15:40:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4045.55,4059.35,,,,,,,,2026.07.31 18:40:00,
10,2026-08-03 08:20:00+00:00,DETECTED,Decision at candle close,4057.97,4062.97,,2026-08-03 08:25:00+00:00,,,,,,2026.08.03 11:20:00,2026.08.03 11:25:00
10,2026-08-03 08:20:00+00:00,WAIT,Limit not passive or too close to market; existing order unchanged,4057.97,4062.97,,,,,,,,2026.08.03 11:20:00,
10,2026-08-03 08:25:00+00:00,WAIT,Limit not passive or too close to market; existing order unchanged,4057.97,4062.97,,,,,,,,2026.08.03 11:25:00,
10,2026-08-03 08:30:00+00:00,PLACED,Effective after this candle closes; no same-bar fill,4057.97,4062.97,4052.97,2026-08-03 08:35:00+00:00,,,,,,2026.08.03 11:30:00,2026.08.03 11:35:00
10,2026-08-03 08:35:00+00:00,FILLED,Simulated limit touch; exact tick time unknown,4057.97,4062.97,4052.97,,8.0,,,,,2026.08.03 11:35:00,
10,2026-08-03 08:40:00+00:00,SL,"exit_result: open-gap priority, otherwise SL-first; fill-bar TP requires proof",4057.97,4062.97,4052.97,,,,,,,2026.08.03 11:40:00,
11,2026-08-03 12:55:00+00:00,DETECTED,Decision at candle close,4055.92,4051.55,,2026-08-03 13:00:00+00:00,,,,,,2026.08.03 15:55:00,2026.08.03 16:00:00
11,2026-08-03 12:55:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4055.92,4051.55,,,,4059.3159175335695,22.733330456258695,,,2026.08.03 15:55:00,
11,2026-08-03 13:00:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4055.92,4051.55,,,,4059.1662157024057,23.00430478824319,,,2026.08.03 16:00:00,
11,2026-08-03 13:05:00+00:00,WAIT,Trend filter failed; existing order unchanged,4055.92,4051.55,,,,,,,,2026.08.03 16:05:00,
11,2026-08-03 13:10:00+00:00,WAIT,Trend filter failed; existing order unchanged,4055.92,4051.55,,,,,,,,2026.08.03 16:10:00,
11,2026-08-03 13:15:00+00:00,WAIT,Trend filter failed; existing order unchanged,4055.92,4051.55,,,,,,,,2026.08.03 16:15:00,
11,2026-08-03 13:20:00+00:00,WAIT,Trend filter failed; existing order unchanged,4055.92,4051.55,,,,,,,,2026.08.03 16:20:00,
11,2026-08-03 13:25:00+00:00,WAIT,Trend filter failed; existing order unchanged,4055.92,4051.55,,,,,,,,2026.08.03 16:25:00,
11,2026-08-03 13:30:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4055.92,4051.55,,,,,,,,2026.08.03 16:30:00,
12,2026-08-03 14:55:00+00:00,DETECTED,Decision at candle close,4059.17,4051.13,,2026-08-03 15:00:00+00:00,,,,,,2026.08.03 17:55:00,2026.08.03 18:00:00
12,2026-08-03 14:55:00+00:00,PLACED,Effective after this candle closes; no same-bar fill,4059.17,4051.13,4067.21,2026-08-03 15:00:00+00:00,,,,,,2026.08.03 17:55:00,2026.08.03 18:00:00
12,2026-08-03 15:00:00+00:00,MODIFIED,Effective after this candle closes; no same-bar fill,4059.75,4051.13,4068.37,2026-08-03 15:05:00+00:00,,,,,,2026.08.03 18:00:00,2026.08.03 18:05:00
12,2026-08-03 15:05:00+00:00,FILLED,Simulated limit touch; exact tick time unknown,4059.75,4051.13,4068.37,,8.0,,,,,2026.08.03 18:05:00,
12,2026-08-03 15:20:00+00:00,SL,"exit_result: open-gap priority, otherwise SL-first; fill-bar TP requires proof",4059.75,4051.13,4068.37,,,,,,,2026.08.03 18:20:00,
13,2026-08-03 21:00:00+00:00,DETECTED,Decision at candle close,4031.19,4036.43,,2026-08-03 21:05:00+00:00,,,,,,2026.08.04 00:00:00,2026.08.04 00:05:00
13,2026-08-03 21:00:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4031.19,4036.43,,,,4037.4520212838115,12.924805640244912,,,2026.08.04 00:00:00,
13,2026-08-03 21:05:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4031.19,4036.43,,,,,,,,2026.08.04 00:05:00,
14,2026-08-03 21:50:00+00:00,DETECTED,Decision at candle close,4040.49,4036.85,,2026-08-03 21:55:00+00:00,,,,,,2026.08.04 00:50:00,2026.08.04 00:55:00
14,2026-08-03 21:50:00+00:00,PLACED,Effective after this candle closes; no same-bar fill,4040.49,4036.85,4044.13,2026-08-03 21:55:00+00:00,,,,,,2026.08.04 00:50:00,2026.08.04 00:55:00
14,2026-08-03 21:55:00+00:00,MODIFIED,Effective after this candle closes; no same-bar fill,4043.0,4036.85,4049.15,2026-08-03 22:00:00+00:00,,,,,,2026.08.04 00:55:00,2026.08.04 01:00:00
14,2026-08-03 22:00:00+00:00,MODIFIED,Effective after this candle closes; no same-bar fill,4043.62,4036.85,4050.39,2026-08-03 22:05:00+00:00,,,,,,2026.08.04 01:00:00,2026.08.04 01:05:00
14,2026-08-03 22:05:00+00:00,WAIT,Limit not passive or too close to market; existing order unchanged,4046.08,4036.85,,,,,,,,2026.08.04 01:05:00,
14,2026-08-03 22:10:00+00:00,MODIFIED,Effective after this candle closes; no same-bar fill,4046.08,4036.85,4055.31,2026-08-03 22:15:00+00:00,,,,,,2026.08.04 01:10:00,2026.08.04 01:15:00
14,2026-08-03 22:15:00+00:00,MODIFIED,Effective after this candle closes; no same-bar fill,4046.25,4036.85,4055.65,2026-08-03 22:20:00+00:00,,,,,,2026.08.04 01:15:00,2026.08.04 01:20:00
14,2026-08-03 22:20:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4048.06,4036.85,,,,,,,,2026.08.04 01:20:00,
15,2026-08-03 23:05:00+00:00,DETECTED,Decision at candle close,4052.19,4055.64,,2026-08-03 23:10:00+00:00,,,,,,2026.08.04 02:05:00,2026.08.04 02:10:00
15,2026-08-03 23:05:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4052.19,4055.64,,,,4043.1334181880366,45.2959839749321,,,2026.08.04 02:05:00,
15,2026-08-03 23:10:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4052.19,4055.64,,,,4043.4434698718906,44.810704582923435,,,2026.08.04 02:10:00,
15,2026-08-03 23:15:00+00:00,WAIT,Trend filter failed; existing order unchanged,4052.19,4055.64,,,,,,,,2026.08.04 02:15:00,
15,2026-08-03 23:20:00+00:00,WAIT,Trend filter failed; existing order unchanged,4052.19,4055.64,,,,,,,,2026.08.04 02:20:00,
15,2026-08-03 23:25:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4052.19,4055.64,,,,,,,,2026.08.04 02:25:00,
16,2026-08-04 03:30:00+00:00,DETECTED,Decision at candle close,4060.87,4064.44,,2026-08-04 03:35:00+00:00,,,,,,2026.08.04 06:30:00,2026.08.04 06:35:00
16,2026-08-04 03:30:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4060.87,4064.44,,,,4052.153249355351,36.48409471242698,,,2026.08.04 06:30:00,
16,2026-08-04 03:35:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4060.12,4064.44,,,,4052.3478970749593,36.044315184904534,,,2026.08.04 06:35:00,
16,2026-08-04 03:40:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4058.28,4064.44,,,,4052.480752847418,35.183661710158574,,,2026.08.04 06:40:00,
16,2026-08-04 03:45:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4057.6,4064.44,,,,4052.612531339898,34.223626101309534,,,2026.08.04 06:45:00,
16,2026-08-04 03:50:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4057.6,4064.44,,,,4052.6963828867533,32.828568987822024,,,2026.08.04 06:50:00,
16,2026-08-04 03:55:00+00:00,PLACED,Effective after this candle closes; no same-bar fill,4055.59,4064.44,4046.74,2026-08-04 04:00:00+00:00,,,,,,2026.08.04 06:55:00,2026.08.04 07:00:00
16,2026-08-04 04:00:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4050.6,4064.44,,,,,,,,2026.08.04 07:00:00,
17,2026-08-04 04:05:00+00:00,DETECTED,Decision at candle close,4050.6,4058.07,,2026-08-04 04:10:00+00:00,,,,,,2026.08.04 07:05:00,2026.08.04 07:10:00
17,2026-08-04 04:05:00+00:00,PLACED,Effective after this candle closes; no same-bar fill,4050.6,4058.07,4043.13,2026-08-04 04:10:00+00:00,,,,,,2026.08.04 07:05:00,2026.08.04 07:10:00
17,2026-08-04 04:10:00+00:00,MODIFIED,Effective after this candle closes; no same-bar fill,4048.5,4058.07,4038.93,2026-08-04 04:15:00+00:00,,,,,,2026.08.04 07:10:00,2026.08.04 07:15:00
17,2026-08-04 04:15:00+00:00,FILLED,Simulated limit touch; exact tick time unknown,4048.5,4058.07,4038.93,,8.0,,,,,2026.08.04 07:15:00,
17,2026-08-04 04:40:00+00:00,SL,"exit_result: open-gap priority, otherwise SL-first; fill-bar TP requires proof",4048.5,4058.07,4038.93,,,,,,,2026.08.04 07:40:00,
18,2026-08-04 07:35:00+00:00,DETECTED,Decision at candle close,4060.61,4055.98,,2026-08-04 07:40:00+00:00,,,,,,2026.08.04 10:35:00,2026.08.04 10:40:00
18,2026-08-04 07:35:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4060.61,4055.98,,,,4056.099081900461,19.846257782338853,,,2026.08.04 10:35:00,
18,2026-08-04 07:40:00+00:00,PLACED,Effective after this candle closes; no same-bar fill,4062.36,4055.98,4068.74,2026-08-04 07:45:00+00:00,,,,,,2026.08.04 10:40:00,2026.08.04 10:45:00
18,2026-08-04 07:45:00+00:00,MODIFIED,Effective after this candle closes; no same-bar fill,4062.53,4055.98,4069.08,2026-08-04 07:50:00+00:00,,,,,,2026.08.04 10:45:00,2026.08.04 10:50:00
18,2026-08-04 07:50:00+00:00,MODIFIED,Effective after this candle closes; no same-bar fill,4063.46,4055.98,4070.94,2026-08-04 07:55:00+00:00,,,,,,2026.08.04 10:50:00,2026.08.04 10:55:00
18,2026-08-04 07:55:00+00:00,FILLED,Simulated limit touch; exact tick time unknown,4063.46,4055.98,4070.94,,8.0,,,,,2026.08.04 10:55:00,
18,2026-08-04 09:35:00+00:00,SL,"exit_result: open-gap priority, otherwise SL-first; fill-bar TP requires proof",4063.46,4055.98,4070.94,,,,,,,2026.08.04 12:35:00,
19,2026-08-04 09:50:00+00:00,DETECTED,Decision at candle close,4060.04,4055.73,,2026-08-04 09:55:00+00:00,,,,,,2026.08.04 12:50:00,2026.08.04 12:55:00
19,2026-08-04 09:50:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4060.04,4055.73,,,,4059.310342846572,18.28020549773971,,,2026.08.04 12:50:00,
19,2026-08-04 09:55:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4060.04,4055.73,,,,4059.4460695361795,17.618932498244476,,,2026.08.04 12:55:00,
19,2026-08-04 10:00:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4062.34,4055.73,,,,4059.616034353466,17.56688267173046,,,2026.08.04 13:00:00,
19,2026-08-04 10:05:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4064.06,4055.73,,,,4059.7748526321566,17.628860639714095,,,2026.08.04 13:05:00,
19,2026-08-04 10:10:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4064.06,4055.73,,,,4059.8163328096916,16.444966083653718,,,2026.08.04 13:10:00,
19,2026-08-04 10:15:00+00:00,WAIT,Trend filter failed; existing order unchanged,4064.06,4055.73,,,,,,,,2026.08.04 13:15:00,
19,2026-08-04 10:20:00+00:00,WAIT,Trend filter failed; existing order unchanged,4064.06,4055.73,,,,,,,,2026.08.04 13:20:00,
19,2026-08-04 10:25:00+00:00,WAIT,Trend filter failed; existing order unchanged,4064.06,4055.73,,,,,,,,2026.08.04 13:25:00,
19,2026-08-04 10:30:00+00:00,WAIT,Trend filter failed; existing order unchanged,4064.06,4055.73,,,,,,,,2026.08.04 13:30:00,
19,2026-08-04 10:35:00+00:00,WAIT,Trend filter failed; existing order unchanged,4064.06,4055.73,,,,,,,,2026.08.04 13:35:00,
19,2026-08-04 10:40:00+00:00,WAIT,Trend filter failed; existing order unchanged,4064.06,4055.73,,,,,,,,2026.08.04 13:40:00,
19,2026-08-04 10:45:00+00:00,WAIT,Trend filter failed; existing order unchanged,4064.06,4055.73,,,,,,,,2026.08.04 13:45:00,
19,2026-08-04 10:50:00+00:00,WAIT,Trend filter failed; existing order unchanged,4064.06,4055.73,,,,,,,,2026.08.04 13:50:00,
19,2026-08-04 10:55:00+00:00,WAIT,Trend filter failed; existing order unchanged,4064.06,4055.73,,,,,,,,2026.08.04 13:55:00,
19,2026-08-04 11:00:00+00:00,WAIT,Trend filter failed; existing order unchanged,4064.72,4055.73,,,,,,,,2026.08.04 14:00:00,
19,2026-08-04 11:05:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4068.86,4055.73,,,,,,,,2026.08.04 14:05:00,
20,2026-08-04 18:25:00+00:00,DETECTED,Decision at candle close,4077.77,4085.57,,2026-08-04 18:30:00+00:00,,,,,,2026.08.04 21:25:00,2026.08.04 21:30:00
20,2026-08-04 18:25:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4077.77,4085.57,,,,4074.1147755718616,23.075747221089415,,,2026.08.04 21:25:00,
20,2026-08-04 18:30:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4077.77,4085.57,,,,4074.2306845706594,21.814972348756676,,,2026.08.04 21:30:00,
20,2026-08-04 18:35:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4077.77,4085.57,,,,,,,,2026.08.04 21:35:00,
21,2026-08-04 21:45:00+00:00,DETECTED,Decision at candle close,4080.04,4085.76,,2026-08-04 21:50:00+00:00,,,,,,2026.08.05 00:45:00,2026.08.05 00:50:00
21,2026-08-04 21:45:00+00:00,WAIT,Limit not passive or too close to market; existing order unchanged,4080.04,4085.76,,,,,,,,2026.08.05 00:45:00,
21,2026-08-04 21:50:00+00:00,PLACED,Effective after this candle closes; no same-bar fill,4080.04,4085.76,4074.32,2026-08-04 21:55:00+00:00,,,,,,2026.08.05 00:50:00,2026.08.05 00:55:00
21,2026-08-04 21:55:00+00:00,FILLED,Simulated limit touch; exact tick time unknown,4080.04,4085.76,4074.32,,10.0,,,,,2026.08.05 00:55:00,
21,2026-08-05 01:40:00+00:00,SL,"exit_result: open-gap priority, otherwise SL-first; fill-bar TP requires proof",4080.04,4085.76,4074.32,,,,,,,2026.08.05 04:40:00,
22,2026-08-05 02:30:00+00:00,DETECTED,Decision at candle close,4069.54,4074.67,,2026-08-05 02:35:00+00:00,,,,,,2026.08.05 05:30:00,2026.08.05 05:35:00
22,2026-08-05 02:30:00+00:00,PLACED,Effective after this candle closes; no same-bar fill,4069.54,4074.67,4064.41,2026-08-05 02:35:00+00:00,,,,,,2026.08.05 05:30:00,2026.08.05 05:35:00
22,2026-08-05 02:35:00+00:00,FILLED,Simulated limit touch; exact tick time unknown,4069.54,4074.67,4064.41,,14.0,,,,,2026.08.05 05:35:00,
22,2026-08-05 03:15:00+00:00,SL,"exit_result: open-gap priority, otherwise SL-first; fill-bar TP requires proof",4069.54,4074.67,4064.41,,,,,,,2026.08.05 06:15:00,
23,2026-08-05 04:20:00+00:00,DETECTED,Decision at candle close,4085.0,4079.72,,2026-08-05 04:25:00+00:00,,,,,,2026.08.05 07:20:00,2026.08.05 07:25:00
23,2026-08-05 04:20:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4085.0,4079.72,,,,4078.6470973278824,19.921029635423462,,,2026.08.05 07:20:00,
23,2026-08-05 04:25:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4085.0,4079.72,,,,4078.841946881377,19.474782534977454,,,2026.08.05 07:25:00,
23,2026-08-05 04:30:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4085.0,4079.72,,,,4079.0408996682036,18.21653637156394,,,2026.08.05 07:30:00,
23,2026-08-05 04:35:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4085.0,4079.72,,,,4079.3943127326884,17.976622849828807,,,2026.08.05 07:35:00,
23,2026-08-05 04:40:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4089.47,4079.72,,,,4079.8436795167986,18.45789029708467,,,2026.08.05 07:40:00,
23,2026-08-05 04:45:00+00:00,REPLACED,New setup replaces previous setup/order,4092.79,4079.72,,,,,,,,2026.08.05 07:45:00,
24,2026-08-05 04:45:00+00:00,DETECTED,Decision at candle close,4089.47,4080.14,,2026-08-05 04:50:00+00:00,,,,,,2026.08.05 07:45:00,2026.08.05 07:50:00
24,2026-08-05 04:45:00+00:00,WAIT,EMA/ADX/session filter failed; existing order unchanged,4089.47,4080.14,,,,4080.317329276407,19.26453757220812,,,2026.08.05 07:45:00,
24,2026-08-05 04:50:00+00:00,CANCELLED,SL breached or risk outside permitted distance,4093.04,4080.14,,,,,,,,2026.08.05 07:50:00,
25,2026-08-05 09:15:00+00:00,DETECTED,Decision at candle close,4168.92,4160.2,,2026-08-05 09:20:00+00:00,,,,,,2026.08.05 12:15:00,2026.08.05 12:20:00
25,2026-08-05 09:15:00+00:00,WAIT,Limit not passive or too close to market; existing order unchanged,4168.92,4160.2,,,,,,,,2026.08.05 12:15:00,
25,2026-08-05 09:20:00+00:00,WAIT,Limit not passive or too close to market; existing order unchanged,4168.92,4160.2,,,,,,,,2026.08.05 12:20:00,
25,2026-08-05 09:25:00+00:00,WAIT,Limit not passive or too close to market; existing order unchanged,4168.92,4160.2,,,,,,,,2026.08.05 12:25:00,
